,Description,source_name,source_link,event_title,State,District,location_description,Datetime,Triggering factor,fatality_count,injury_count,latitude,longitude,Date,Time,Month,Month_Name
1475,"The Nilgiri Mountain Railway (NMR) train services between Coonoor and Mettupalayam have been stopped since Monday evening, following a minor landslip near Adderly Railway Station in Coonoor. Sources said that a rock fell on the railway track near Adderly on Monday.",The Hindu,http://www.thehindu.com/news/cities/Coimbatore/Landslip-in-Adderly-NMR-services-partially-cancelled/article17127087.ece,Adderly Railway Station Minor Landslip in Coonoor,Tamil Nadu,,"Adderly Railway Station, Coonoor, The Nilgiris, Tamil Nadu, 643101",30/01/2017 0:00,unknown,0.0,0.0,11.34376314,76.79310973,2017-01-30,00:00:00,1.0,Jan
1476,"The helper of a JCB machine operator was killed after he was buried alive in a landslide near Sainj, Shimla, on Wednesday morning.  The JCB was involved in constructing a retaining wall when debris from the landslide covered it. Superintendent of police D W Negi said six labourers were working at the construction site when the landslide occurred around 9.40am. ""While the operator and other four labourers managed to jump to safety, the helper could not and died on the spot as heavy load of soil and stones fell on him,"" Negi said.",The Times of India,http://timesofindia.indiatimes.com/city/chandigarh/jcb-helper-dies-in-landslide/articleshow/57782019.cms,JCB Helper Dies in Sainj Landslide,Himachal Pradesh,,"Sainj, Kullu, Himachal Pradesh",22/03/2017 10:00,construction,1.0,,31.77315744,77.30471357,2017-03-22,10:00:00,3.0,Mar
1477,"Following incessant rain, a significant landslide stretching 50 yards completely blocks NH-29 near Peducha village.",Eastern Mirror,http://www.easternmirrornagaland.com/landslide-near-peducha-cuts-off-national-highway-29/,Significant landslide blocks NH-29 near Peducha,Nagaland,,"Peducha, Kohima, Nagaland State, India",09/07/2017 2:00,continuous_rain,0.0,0.0,25.73111942,93.98827528,2017-09-07,02:00:00,9.0,Sep
1478,"Vehicular traffic was disrupted for about two and half hours today on  Mettupalayam-Udhagamandalam Road, following landslip near Barliar in Nilgiris district, following heavy rains that lashed the area last night.    A big boulder and four trees fell on the road on 9th Hairpin bend around 8.30 AM, paralyzing traffic on the highway, police said.",Business Standard,http://www.business-standard.com/article/pti-stories/landslip-near-barliar-traffic-hit-for-over-two-hours-116121400496_1.html,Landslip near Barlair,Tamil Nadu,,"9th Hairpin Bend, Mettupalayam-Udhagamandalam Road, near Barliar, Tamil Nadu, India",14/12/2016 9:00,rain,0.0,0.0,11.339839,76.84110600000002,2016-12-14,09:00:00,12.0,Dec
1479,"Landslide above road near Assar totally blocks road, road closed",State Times,https://news.statetimes.in/landslide-shuts-batote-doda-kishtwar-nh/,Landslide on Batote-Doda-Kishtwar National Highway,Jammu and Kashmir,,"near Assar, Doda, Jammu & Kashmir",08/04/2017 5:00,unknown,0.0,0.0,33.12172879,75.40856188,2017-08-04,05:00:00,8.0,Aug
1480,"Incessant rains cause landslides along river. Article: huge tracts of land covering nine different major paddy field areas Hongchao, Litji, Nitrei, Rashoi, Khaying, Yakrei, Chanwoi, Napik and Mirang measuring about 12 hectares have been destroyed by land slip.",E-Pao,http://e-pao.net/GP.asp?src=4..090717.jul17,Landslides along Lamlang River,Manipur,,"Ukhrul Central, Ukhrul, Manipur",08/07/2017 0:00,continuous_rain,0.0,0.0,25.06466676,94.27420555,2017-08-07,00:00:00,8.0,Aug
1481,"Landslide appears to have knocked bus into river. Source is a video that isn't in English (most likely in Kannada), and the pictures in the video only show the bus half-submerged in the water; hard to tell the specifics of this potential landslide event. Date approximated as the date of article due to the headline ""breaking news.""",ABP Live,http://www.abplive.in/videos/bus-falls-in-lake-due-to-landslide-in-karnataka-s-gadag-rescue-operation-on-527810,Landslide in Gadag,Karnataka,,"Gadag, Karnataka",15/05/2017 0:00,rain,,,15.41602484,75.61670443,2017-05-15,00:00:00,5.0,May
1482,"A 38-year-old man died in a landslide while involving in a maintenance work at a hairpin bend on Salem-Yercaud Ghat Road on Friday evening. ""The land suddenly slipped along with boulders and stones and fell on the workers,"" the Yercaud police said.",The Times of India,https://timesofindia.indiatimes.com/city/salem/worker-killed-in-landslide-on-salem-yercaud-ghat-road/articleshow/56959444.cms,Salem-Yercaud Ghat Road Landslide on Hairpin Bend,Tamil Nadu,,"SH-188, Yercaud, Salem, Tamil Nadu, 636601",03/02/2017 18:00,construction,1.0,0.0,11.78127207,78.19387995,2017-03-02,18:00:00,3.0,Mar
1483,"Landslide during downpour causes house to collapse, killing 3 and injuring one. Other house also damaged.",The Hindu,http://www.thehindu.com/news/cities/Thiruvananthapuram/three-killed-and-one-injured-in-house-collapse-in-nedumangad/article17998275.ece,Fatal landslide in Chembakasserikonam,Kerala,,"Nedumangad, Thiruvananthapuram, Kerala State, India",13/04/2017 0:00,downpour,3.0,1.0,8.584503300000002,76.97925203,2017-04-13,00:00:00,4.0,Apr
1484,Landslide after heavy rains strands state medical team responding to calls in remote villages,Imphal Times,http://www.imphaltimes.com/news/item/9009-state-medical-team-rushes-henglep-sub-division-stranded-midway-due-to-landslide,Landslide near Molnom blocks road,Manipur,,"NH-150, Churachandpur, Manipur, 795133",10/07/2017 8:00,rain,0.0,0.0,24.37169581,93.70684171,2017-10-07,08:00:00,10.0,Oct
1485,"Article: ""The Stretch near Kulgadi Drabshalla on Kishtwar -Thatri road remained closed for second day today, reports said.  They said continuous landslides and shooting stones have blocked the stretch completely. """,Greater Kashmir,http://www.greaterkashmir.com/news/chenab-valley/story/247511.html,Significant landslide blocks road near Drabshalla,Jammu and Kashmir,,"Drabshalla, Kishtwar, Jammu & Kashmir",25/04/2017 0:00,rain,0.0,0.0,33.17191499,75.81074366,2017-04-25,00:00:00,4.0,Apr
1486,"After days of incessant rainfall, landslide causes road to cave in near bus terminal in Shimla",ChandigarhX,http://chandigarhx.com/landslide-in-shimla-new-bus-stand-area-is-closed/,Landslide on Shimla-Kalka National Highway in Shimla,Himachal Pradesh,,"ISBT, Shimla, India",06/04/2017 0:00,continuous_rain,0.0,0.0,31.09793945,77.15163968,2017-06-04,00:00:00,6.0,Jun
1487,"Article: ""Upooted trees were found on track at various places between Mettupalayam and Coonoor, necessitating cancellation of services for today, railway sources said. The area has been experiencing moderate to heavy rains resulting in landslide and uprooting of trees, they said, adding restoration works are in progress and are expected to be cleared by evening.""",India.com,http://www.india.com/news/agencies/nmr-service-cancelled-today-after-landslide-trees-on-track-2106569/,Landslides along Nilgiris Mountain Railway,Tamil Nadu,,"Coonoor, The Nilgiris, Tamil Nadu, India",07/05/2017 9:00,continuous_rain,0.0,0.0,11.34942664,76.84947966,2017-07-05,09:00:00,7.0,Jul
1488,"Article: ""A landslide halted the movement of vehicular traffic for more than three hours on Jammu Srinagar Highway at Digdool falling under Ramban police jurisdiction.""",Greater Kashmir,http://www.greaterkashmir.com/news/chenab-valley/story/248568.html,Landslide on Jammu-Srinagar Highway,Jammu and Kashmir,,"Banihal, Ramban, Jammu & Kashmir",05/05/2017 11:00,rain,0.0,0.0,33.32217847,75.19281971,2017-05-05,11:00:00,5.0,May
1489,"Landslide damages homes of 21 families, St. Thomas school. Taking place over weeks.",Eastern Mirror,http://www.easternmirrornagaland.com/landslide-damages-houses-in-tuensang-village/,Landslide in Tuensang Village,Nagaland,,"Tuensang, Nagaland",10/07/2017 0:00,unknown,0.0,0.0,26.2632687,94.81481951,2017-10-07,00:00:00,10.0,Oct
1490,Landslide following continuous rain kills 3 in Umiam industrial area,The Arunachal Times,http://www.arunachaltimes.in/six-killed-in-meghalaya-landslides/,Fatal landslide in Umiam,Meghalaya,,"Umiam, Ribhoi, Meghalaya",17/06/2017 0:00,continuous_rain,3.0,0.0,25.67836832,91.9234343,2017-06-17,00:00:00,6.0,Jun
1491,Landslide triggered by continuous rains lasting several days kills 3,The Northeast Today,https://thenortheasttoday.com/arunachal-pradesh-three-assam-labourers-killed-in-a-landslide/,Fatal landslide near Palin,Arunachal Pradesh,,"Palin, Kurung Kumey, Arunachal Pradesh",22/04/2017 0:00,continuous_rain,3.0,0.0,27.680247100000006,93.62592773,2017-04-22,00:00:00,4.0,Apr
1492,A 32-year-old jawan died after falling into a 70ft gorge following a landslide in Doda district of Jammu and Kashmir.,NDTV,http://www.ndtv.com/india-news/jawan-dies-after-falling-down-70-foot-gorge-during-landslide-1622556,Landslide in Doda,Jammu and Kashmir,,"Doda, Jammu and Kashmir, India",12/07/2017 0:00,unknown,1.0,0.0,33.144018,75.54564,2017-12-07,00:00:00,12.0,Dec
1493,Continuous heavy rains in Manipur State. Landslide around 35 km from Imphal destroys 60 feet of NH-37.,Hindustan Times,http://www.hindustantimes.com/india-news/manipur-heavy-rains-trigger-landslides-along-national-highways/story-84kUb5i3oGENZmSEVhJ3eO.html,Landslide on NH-37,Manipur,,"NH-37, Manipur State, India",09/07/2017 9:00,continuous_rain,0.0,0.0,24.82767572,93.51825,2017-09-07,09:00:00,9.0,Sep
1494,"House damaged overnight due to monsoon. Article does not mention trigger directly, but mentions monsoon (reasoning for assuming rainfall trigger.)",The Dawnlit Post,https://thedawnlitpost.com/house-damaged-in-landslide/,Landslide at IMC Ward Number 18,Arunachal Pradesh,,"IMC ward #18 (??), Lower Subansiri, Arunachal Pradesh",22/04/2017 23:00,monsoon,0.0,0.0,27.61790706,93.84196894,2017-04-22,23:00:00,4.0,Apr
1495,"Nilgiris Mountain Rail services have been suspended for three days after a major landslide occurred between Kallar and Hillgrove. The Nilgiris region has been experiencing heavy rainfall since last night as cyclone Vardah is crossing over to Andhra Pradesh. Railways officials checked the extent of damage later that morning and announced that NMR services would be suspended for a few days. ""The landslide seems to have been severe and there are massive boulders strewn between Hillgrove, around 17km from Mettupalayam, and Kallar,"" said the Salem division spokesperson.",The Times of India,http://timesofindia.indiatimes.com/city/coimbatore/mountain-rail-services-stopped-after-landslide/articleshow/56014094.cms,Landslide on Railway,Tamil Nadu,,Railway between Kallar and Hillgrove,16/12/2016 0:00,tropical_cyclone,0.0,0.0,11.328578,76.90304499999998,2016-12-16,00:00:00,12.0,Dec
1496,Landslide following continuous rain kills 3 children who were working in hills,India Blooms,http://www.indiablooms.com/ibns_new/news-details/N/30787/assam-three-children-die-in-landslide-in-west-karbi-anglong.html,Fatal landslide in Makhim village,Assam,,"Makhim (??), West Karbi Anglong, Assam",29/04/2017 19:00,continuous_rain,3.0,0.0,25.61919207,92.7094701,2017-04-29,19:00:00,4.0,Apr
1497,"Landslide blocks Malai-Rohtang HWY. Article: ""Kullu along with other northern regions of India is experiencing heavy rains and strong winds from past few days. The sudden climate change has caused a lot of damage especially to the ready crops and people’s properties. Also bringing in sudden avalanches and landslides.""",Chandigarh Metro,https://chandigarhmetro.com/manali-rohtang-highway-blocked-landslide/,Landslide near Rani Nullah,Himachal Pradesh,,"Manali Sarchu Road, Manali Sub-District, Kullu, Himachal Pradesh, 175103",23/04/2017 0:00,snowfall_snowmelt,0.0,0.0,32.3614925,77.23398736,2017-04-23,00:00:00,4.0,Apr
1498,Following continuous rain. Article: landslide at National Highway 37 near Burapahar area in Nagaon district of Assam,Daily World,https://dailyworld.in/nagaon-a-landslide-at-national-highway-37-near-burapahar-area-in/,Landslide blocks NH-37,Assam,,"Burapahar, Nagaon, Assam",09/07/2017 0:00,continuous_rain,0.0,0.0,26.56636244,93.13195098,2017-09-07,00:00:00,9.0,Sep
1499,"Two teenage girls died after they were buried under landslide triggered due to loosened rocks in remote Barnari Sigdi area of Tehsil Mughalmaidan in Kishtwar District on Saturday. ""Two other girls who were with them, however, escaped unhurt as they were on other side of the Nallah,"" SSP added.",Greater Kashmir,http://www.greaterkashmir.com/news/jammu/landslides-kill-2-teenage-girls-in-kishtwar/244688.html,Barnari Sigdi Landslide,Jammu and Kashmir,,"Barnari Sigdi area, Tehsil Mughalmaidan, Kishtwar, Jammu & Kashmir",25/03/2017 0:00,other,2.0,0.0,33.40307977,75.68061125,2017-03-25,00:00:00,3.0,Mar
1500,An octogenarian was killed when a sudden landslide buried his house at Pub Sarania hill.,NBC Daily,http://www.nbcdaily.com/separate-landslides-kill-two-in-assam/85170/,Landslide at Pub Sarania Hill,Assam,,"Pub Sarania Hill, Guwahati, Assam, India",15/12/2016 0:00,unknown,1.0,0.0,26.181606,91.772042,2016-12-15,00:00:00,12.0,Dec
1501,"A mudslide at an under-construction commercial complex in Kondapur on Monday morning killed two workers. A mound of loose soil and mud, that was dug up to create space for three cellars, fell in a heap on workers early in the morning. The tragedy struck barely half an hour after they began removing mud from pillars being constructed at the site at around 8.30 am and were working nearly 40 feet below the ground level.",The Times of India,https://timesofindia.indiatimes.com/city/hyderabad/2-workers-killed-in-mudslide-at-kondapur-complex-site/articleshow/57623325.cms,Kondapur Commercial Complex Construction Mudslide,Telangana,,"Hyderabad, Rangareddy, Telangana",13/03/2017 9:00,construction,2.0,0.0,17.46562972,78.35650524,2017-03-13,09:00:00,3.0,Mar
1502,"3 persons were killed ""in the wee hours"" when their house collapsed in a landslide.",Himalayan Beacon,https://web.archive.org/web/20100216135956/https://beacononline.wordpress.com/2009/08/16/darjeeling-hills-five-killed-in-landslides-highway-blocked/,"House collapses, kills 3",West Bengal,,"Gouri Shankar Tea Garden, Darjeeling District",16/08/2009 3:00,unknown,3.0,,26.8670539,88.28040839,2009-08-16,03:00:00,8.0,Aug
1503,Trucks and buses were stranded until evening.,India News,http://www.indiaid.com/blog/_archives/2010/8/25/4613332.html,Landslide on NH-53,Manipur,,NH-53 at K Sinam village,24/08/2010 19:32,downpour,,,24.8029,93.6228,2010-08-24,19:32:00,8.0,Aug
1504,The landslide killed 2 at the Malutar Tea Estate,Himalayan Beacon,https://web.archive.org/web/20100216135956/https://beacononline.wordpress.com/2009/08/16/darjeeling-hills-five-killed-in-landslides-highway-blocked/,2 killed by landslide,West Bengal,,Malutar Tea Estate,16/08/2009 3:00,unknown,2.0,,26.89487026,88.35197240000002,2009-08-16,03:00:00,8.0,Aug
1505,All trains on the Kalka-Shimla railway line were stopped by large landslides.,Himvani,http://www.himvani.com/news/2010/09/23/all-trains-on-kalka-shimla-line-suspended-due-to-landslide/7580/,Landslide stops trains,Himachal Pradesh,,Kalka-Shimla line between Kathalighat and Knoh railway stations,20/09/2010 19:32,downpour,,,31.1838,76.9907,2010-09-20,19:32:00,9.0,Sep
1506,National highway 55 was blocked by a series of landslides.,Himalayan Beacon,https://web.archive.org/web/20100216135956/https://beacononline.wordpress.com/2009/08/16/darjeeling-hills-five-killed-in-landslides-highway-blocked/,Landslides block NH-55,West Bengal,,NH-55 between Darjeeling and Siliguri,16/08/2009 15:28,downpour,,,26.89962682,88.28650466,2009-08-16,15:28:00,8.0,Aug
1507,"Pilgrims travling to Uttarakhand's Kedarnath shrine were blocked by a landslide. Rubble from a landslide triggered by rains at Lambagad about 15 km from Badrinath kept the highway enroute the shrine blocked till 4 pm, with vehicles carrying pilgrims stranded on either side the boulders laying on the road, Chamoli district police said.",The New Indian Express,http://www.newindianexpress.com/nation/2018/may/08/snowfall-landslide-disrupt-yatra-to-kedarnath-badrinath-shrines-for-hours-1812015.html,Lambagad Rubble Disrupts Pilgrimage,Uttaranchal,,"Lambagad (लम्बगद), Uttarakhand, 246443 India",08/05/2018 0:00,rain,0.0,0.0,30.65160517,79.52008976,2018-08-05,00:00:00,8.0,Aug
1508,"A girl was buried alive after a landslide triggered by rains hit Rajouri district, police said today. Noreen Begum was working near a mountainous area when the landslide buried her alive yesterday.",Kashmir Reader,https://kashmirreader.com/2018/05/09/girl-buried-alive-in-rajouri-landslide/,Rajouri landslide buries girl,Jammu and Kashmir,,"Rajouri district, Jammu and Kashmir, India",09/05/2018 0:00,rain,1.0,0.0,33.370670000000004,74.31965600000002,2018-09-05,00:00:00,9.0,Sep
1509,"A landslide occurred in Makru area in Noney district, causing the land beneath the Imphal-Jiribam National Highway-37 to slide. Incessant rains triggered the landslide.",The Northeast Today,https://thenortheasttoday.com/manipur-vehicles-stranded-as-storm-causes-landslide-along-imphal-jiribam-nh/,Noney landslide along Imphal-Jiribam National Highway-37,Manipur,,"NH-37, Tamenglong, Manipur, 795147",10/05/2018 11:00,continuous_rain,0.0,0.0,24.86388954,93.62191829,2018-10-05,11:00:00,10.0,Oct
1510,"The landslide at a place called Zero, hardly half-a-kilometre from the Nimbong market, had first occurred in June 2015 and reoccurred right at the start of the monsoon this year. The landslide, which remains active even today, has taken away almost a 400m stretch of the main road that connects the villages with Kalimpong and the plains, including Siliguri.",The Telegraph,https://www.telegraphindia.com/states/west-bengal/landslide-isolates-kalimpong-villages-178722,Landslide isolates Kalimpong villages,West Bengal,,"Kalimpong-I Sub-District, Darjiling, West Bengal",16/10/2017 0:00,rain,0.0,0.0,26.96904055,88.57106646,2017-10-16,00:00:00,10.0,Oct
1511,"A landslip hit somewhere between Kargil and Leh, causing a recovery vehicle to plummet 3000 feet. There were three army personnel in the vehicle whe the landslide struck. One person jumped out of the car and escaped, but the other two, including Rafi Mohammed, died.",The Hindu,http://www.thehindu.com/news/national/andhra-pradesh/soldier-rafi-laid-to-rest/article23931293.ece,Kargil-Leh Landslide Kills Havildar,Jammu and Kashmir,,"NH-1, Khalsi, Leh (Ladakh), Jammu & Kashmir, 194106",15/05/2018 0:00,unknown,2.0,1.0,34.30436709,76.93328668,2018-05-15,00:00:00,5.0,May
1512,"Incessant rains triggered two separate landslide incidents in neighboring villages. The first landslide hapened in Kambhukcherra village in West Tripura, killing 3 family members. In Belfungpara village, a second landslide killed one. All four are from the same tribal community.",Northeast Now,https://nenow.in/north-east-news/incessant-rain-triggers-landslides-in-tripura-4-killed.html,Kambhukcherra and Belfungpara village landslides,Tripura,,"Kambhukcherra and Belfunpara villages, West Tripura, Tripura",18/05/2018 0:00,continuous_rain,4.0,0.0,24.02515388,91.49747518,2018-05-18,00:00:00,5.0,May
1513,"A minor landslide on the Mughal Road on Sunday morning led to disruption of traffic for over three hours. As per official reports, in the mid-night hours, a landslide occurred between Pir Ki Gali and Ratta Chamb Morh on the road, leading to the road getting blocked. The road was cleared by 11am.",Greater Kashmir,http://www.greaterkashmir.com/news/pir-panjal/landslide-blocks-mughal-road/285137.html,Minor Landslide on Mughal Road,Jammu and Kashmir,,"Mughal Road, Surankote, Punch, Jammu & Kashmir, 185121",13/05/2018 8:00,unknown,0.0,0.0,33.63588849,74.51370901,2018-05-13,08:00:00,5.0,May
1514,"A mud wall caved in at a construction site at 3:30am Monday, burying one person. The worker did not survive. Another worker suffered injuries. The construction was an illegal operation. It has been raining in the area, 101 mm of rain in Darjeeling in the past 24 hours.",Millenium Post,http://www.millenniumpost.in/kolkata/darjeeling-kalimpong-witness-series-of-landslides-1-killed-299591,Construction Site Landslide,West Bengal,,Ganga Maya Park,14/05/2018 3:00,construction,1.0,1.0,27.03596051,88.26257359,2018-05-14,03:00:00,5.0,May
1515,"In Kurseon subdivision, two houses were damaged in Tung. One house was located in Gairigaon, Tung. Kurseon recorded 164 mm of rain in the past 24 hours.",Millennium Post,http://www.millenniumpost.in/kolkata/darjeeling-kalimpong-witness-series-of-landslides-1-killed-299591,Landslide in Tung Damages Houses,West Bengal,,"Gairigaon, Kurseong, Darjiling, West Bengal, 734224",14/05/2018 0:00,rain,0.0,0.0,26.9310409,88.29964797,2018-05-14,00:00:00,5.0,May
1516,"A landslide occurred at a stone quarry at 7:30am. The massive landslide killed four people, two minor girls and two others, who were working at the quarry. The landslide happened after incessant rains over the past few days. There have been reports saying that at least 10 people were working at the site when the landslide happened on Saturday morning.",The Morung Express,http://morungexpress.com/4-bodies-recovered-from-mizoram-landslide/,Mizoram Landslide near Zemabawk,Mizoram,,"near Zemabawk, Aizawl, Mizoram, 796017",12/05/2018 7:00,continuous_rain,4.0,0.0,23.73672831,92.7516868,2018-12-05,07:00:00,12.0,Dec
1517,"Chessore Area Public Forums (CAPF) on Saturday informed that due to the recent incessant rainfall, Chessore area witnessed major landslide, cutting off all road connectivity from Chessore via Tuensang (Helipong road), Shamator and Chessore via Aghunato.",Nagaland Post,http://www.nagalandpost.com/ChannelNews/Regional/RegionalNews.aspx?news=TkVXUzEwMDEzMjc3NQ%3D%3D,Chessore Area Landslide,Nagaland,,"Chessore, Tuensang, Nagaland",12/05/2018 0:00,continuous_rain,,,26.07821691,94.72071068,2018-12-05,00:00:00,12.0,Dec
1518,Road connectivity in Pakyong and nearby areas were disrupted due to slush and landslide during heavy downpour of Saturday night. The road from Pakyong to Dikling and Rorathang was cut-off near Bhanuturning due to slush and rainwater coming above from the Greenfield airport surface. The drain for channelizing the surface water of the airport was not properly constructed till date.  Mud flowing from the airport wall also damaged the crops and house of a local resident.,The Northeast Today,https://thenortheasttoday.com/sikkim-45-road-closure-due-to-landslide-in-pakyong-subdivision/,Pakyong Subdivision Landslides cause 45 Road Blockages,Sikkim,,"Road from Pakyong to Dikling and Rorathang, Pakyong, Sikkim, India",26/05/2018 0:00,downpour,0.0,0.0,27.23279809,88.59292517,2018-05-26,00:00:00,5.0,May
1519,"Two families had a narrow escape after a boulder fell on their houses following a minor landslide at Kariaperumal Karadu area, a small hillock at Nethimedu here on the early hours of Saturday due to heavy rainfall. No one was injured in the incident, confirmed district administration officials. Salem city and surrounding areas had received incessant rain from Friday 4pm till 2am on Saturday. As a result, flood water started to gush down from Kariaperumal Karadu, triggering sudden landslide. A huge boulder rolled down the hillock and fell on the houses situated at the foothills, damaging the back of the houses.",The Times of India,https://timesofindia.indiatimes.com/city/salem/houses-damaged-in-landslide-triggered-by-rain/articleshow/64336787.cms,Kariaperumal Karadu Minor Landslide to Houses,Tamil Nadu,,"Kariyaperumal Karadu, Nethimedu, Salem, Tamil Nadu",27/05/2018 0:00,downpour,0.0,0.0,11.64235289,78.13176899,2018-05-27,00:00:00,5.0,May
1520,"In a landslide that occurred around 1 am today morning, a house at Namlalong Tamenglong Ward No. 2 was partially destroyed and the occupants had a narrow escape. The children were thrown out from their bed by the force of landslide while they were sleeping. The land slide destroyed the walls of the house and some properties. However, there was no human casualty.",Imphal Free Press,https://www.ifp.co.in/page/items/49621/landslide-destroys-house/,Namlalong Tamenglong Ward No.2 Landslide Destroys House,Manipur,,"Namlalong Ward No. 2, Tamenglong, Manipur",03/06/2018 1:00,rain,0.0,2.0,24.98793655,93.49870413,2018-03-06,01:00:00,3.0,Mar
1521,"Sonamarg-Drass stretch of the Srinagar-Leh highway was closed for traffic on Tuesday after a landslide hit the strategic road. An official said a massive landslide hit the Sonamarg-Drass stretch of the highway near Shaitan Nallah today afternoon, forcing suspension of traffic on the stretch.",Greater Kashmir,http://www.greaterkashmir.com/news/kashmir/landslide-disrupts-traffic-movement-on-srinagar-leh-highway/286681.html,Sonamarg-Drass Stretch Landslide,Jammu and Kashmir,,"Shaitan Nallah, Sonamarg-Drass Stretch, NH-1, Kargil, Jammu & Kashmir, 194102",29/05/2018 0:00,snowfall_snowmelt,0.0,0.0,34.31775167,75.54649874,2018-05-29,00:00:00,5.0,May
1522,"For the second consecutive day on Wednesday, traffic movement continued to remain suspended on Sonamarg-Drass stretch of Srinagar-Leh highway due to landslides.  Meanwhile an official said a truck, bearing registration number JK 13B- 4755, traveling from Sonamarg towards Drass got trapped after a massive rock slide hit the highway at Shaitan nallah yesterday. The truck driver had a narrow escape.",Kashmir Patriot,http://kashmirpatriot.com/2018/05/30/sonamarg-drass-road-remain-suspended-due-to-rock-slides/,Rockslide on Sonamarg-Drass stretch Buries Truck,Jammu and Kashmir,,"NH-1, Kargil, Jammu & Kashmir, 194102",30/05/2018 0:00,rain,0.0,0.0,34.30925879,75.53528588,2018-05-30,00:00:00,5.0,May
1523,A landslide occurred on Kargil-Srinagar Road. It worsened on May 31/June 1. Around 5000 tourists passing through were stuck for the night. There are boulders and other debris on the road.,The Times of India,https://timesofindia.indiatimes.com/city/jammu/situation-worsens-for-tourists-in-jk/articleshow/64409267.cms?,Kargu-Srinagar road Landslide in Drass,Jammu and Kashmir,,"NH-1, Kargil, Jammu & Kashmir, 194102",29/05/2018 0:00,rain,0.0,0.0,34.43134194,75.74123394,2018-05-29,00:00:00,5.0,May
1524,"An Army jawan was killed and an officer injured on Friday when a patrol party was hit by a landslide near the Line of Control in Jammu and Kashmir's Uri sector, an official said. The patrol party was hit by a landslide in Uri Sector this afternoon, resulting in some personnel getting trapped. One jawan died, and a Major-rank officer was injured.",The Times of India,https://timesofindia.indiatimes.com/india/jawan-killed-officer-injured-as-landslide-hits-army-patrol-team-in-jammu-and-kashmir/articleshow/64420362.cms,Uri Landslide Kills Jawan and Injures Army Officer,Jammu and Kashmir,,"Uri Sector, Jammu and Kashmir",01/06/2018 0:00,unknown,1.0,1.0,34.08327655,74.03228332,2018-01-06,00:00:00,1.0,Jan
1525,"In a tragic incident, a 55-year-old woman was buried alive as a retaining wall caved in at Udaynagar near KPT here on May 29.  The woman was working in the kitchen at her brother's house near to her own residence. Due the torrential rains, the retaining wall constructed behind the house suddenly collapsed on to the kitchen. The kitchen also crumbled and the woman was buried under the falling debris.",NewsKarnataka,https://www.newskarnataka.com/mangalore/woman-buried-alive-as-retaining-wall-collapses-due-to-heavy-rain,Udaynagar Retaining Wall Landslide,Karnataka,,"Udaynagar near KPT, Mangalore City, Karnataka, India",29/05/2018 0:00,downpour,1.0,0.0,12.89375619,74.85580684,2018-05-29,00:00:00,5.0,May
1526,A resident of Champabari in Jirania of West Tripura district was killed and her husband injured when their house collapsed. The landslide occurred after heavy rains.,The Times of India,https://timesofindia.indiatimes.com/city/agartala/tripura-landslides-trigerred-by-rain-claim-two-more-lives/articleshow/64255441.cms,Champabari Landslide Collapses House,Tripura,,"Champabari, Jirania, Tripura, India",20/05/2018 0:00,downpour,1.0,1.0,23.79260297,91.53090192,2018-05-20,00:00:00,5.0,May
1527,"Heavy rain triggered a landslide that caused the mud walls of a house in Dhanlekha Kaipeng to collapse inwards, killing the resident inside. The resident was sleeping at the time and an iron beam fell on her. Her parents were seriously injured.",The Times of India,https://timesofindia.indiatimes.com/city/agartala/tripura-landslides-trigerred-by-rain-claim-two-more-lives/articleshow/64255441.cms,Dhanlekha Kaipengpara Landslide Collapses House,Tripura,,"Dhanlekha Kaipeng, Gomati district, Tripura, India",20/05/2018 0:00,downpour,1.0,2.0,23.71701896,91.61577214,2018-05-20,00:00:00,5.0,May
1528,"Two labourers have got trapped inside a heap of stone pieces at Bariput under Bisingpur in Koraput district from Thursday evening. According to reports, the duo was working as JCB operators at Telingiri irrigation project area; however, the earth caved in suddenly and they got trapped inside the heap of boulders along with the machines. At this time, rescue efforts are being made.",Pragativadi,http://pragativadi.com/two-labourers-trapped-after-landslide-in-koraput-rescue-operations-on/,Bariput Irrigation Project Rock Fall Accident,Orissa,,"Telnigiri irrigation project area, Bariput, Bisingpur, Koraput district",31/05/2018 0:00,mining,,2.0,18.83564731,83.23165345,2018-05-31,00:00:00,5.0,May
1529,"The Uttarkashi-Lambgaun-Kedarnath route was blocked near Kuteti Devi temple after a heavy landslide. It was reopened in a few hours. A strong thunderstorm has hit the area on Friday, causing the landslide.",Times of India,https://timesofindia.indiatimes.com/city/dehradun/trees-uprooted-by-storm-rain-lead-to-traffic-jams-waterlogging-across-city/articleshow/64419666.cms,Uttarkashi-Lambgaun-Kedarnath Route Landslide near Kuteti Devi,Uttaranchal,,"SH-15, Bhatwari, Uttarkashi, Uttarakhand, 249193",01/06/2018 0:00,downpour,0.0,0.0,30.72203108,78.44517325,2018-01-06,00:00:00,1.0,Jan
